instrument_token,trading_symbol,instrument_type,lot_size,tick_size,isin,segment,expiry,strike,option_type,exchange_token,exchange,last_price,margin_rate
101000000014834,SDL JK 7.8% 2035,5,100,0.01,IN4920220139,0,2024-10-04,,,10,NSE,78JK35,-1.0
101000000014836,SDL PN 7.97% 2038,5,100,0.01,IN2820220233,0,2024-10-04,,,10,NSE,797PN38,-1.0
101000000014838,DECCAN CEMENTS LIMITED,0,1,0.05,INE583C01021,0,2024-10-04,,,10,NSE,DECCANCE,-1.0
101000000014839,SDL HP 7.79% 2038,5,100,0.01,IN1720220236,0,2024-10-04,,,10,NSE,779HP38,-1.0
101000000014840,SDL KL 7.83% 2039,5,100,0.01,IN2020220181,0,2024-10-04,,,10,NSE,783KL39,-1.0
101000000014844,SDL WB 7.89% 2040,5,100,0.01,IN3420220300,0,2024-10-04,,,10,NSE,789WB40,-1.0
101000000014845,SDL RJ 7.84% 2041,5,100,0.01,IN2920220356,0,2024-10-04,,,10,NSE,784RJ41,-1.0
101000000014847,VIP CLOTHING LIMITED,0,1,0.01,INE450G01024,0,2024-10-04,,,10,NSE,VIPCLOTHNG,-1.0
101000000014849,SDL WB 7.85% 2042,5,100,0.01,IN3420220318,0,2024-10-04,,,10,NSE,785WB42,-1.0
10100000001485,IFB INDUSTRIES LTD,0,1,0.05,INE559A01017,0,2024-10-04,,,10,NSE,IFBIND,-1.0
101000000014850,SDL MP 7.77% 2047,5,100,0.01,IN2120220149,0,2024-10-04,,,10,NSE,777MP47,-1.0
101000000014852,ALPA LABORATORIES LTD,0,1,0.01,INE385I01010,0,2024-10-04,,,10,NSE,ALPA,-1.0
101000000014854,SDL RJ 7.83% 2050,5,100,0.01,IN2920220364,0,2024-10-04,,,10,NSE,783RJ50,-1.0
101000000014855,SDL KL 7.76% 2051,5,100,0.01,IN2020220199,0,2024-10-04,,,10,NSE,776KL51,-1.0
101000000014857,OMAXE LIMITED,0,1,0.01,INE800H01010,0,2024-10-04,,,10,NSE,OMAXE,-1.0
101000000014858,KOTAK GOLD ETF,9,1,0.01,INF174KA1HJ8,0,2024-10-04,,,10,NSE,GOLD1,-1.0
101000000014860,SDL TN 7.76% 2053,5,100,0.01,IN3120220386,0,2024-10-04,,,10,NSE,776TN53,-1.0
101000000014861,SDL KL 7.76% 2058,5,100,0.01,IN2020220207,0,2024-10-04,,,10,NSE,776KL58,-1.0
101000000014868,FUT LIFESTYLE FASH LTD,0,1,0.01,INE452O01016,0,2024-10-04,,,10,NSE,FLFL,-1.0
101000000014872,UDAYSHIVAKUMAR INFRA LTD,0,1,0.01,INE0N0Y01013,0,2024-10-04,,,10,NSE,USK,-1.0
101000000014889,ASIAN GRANITO IND. LTD.,0,1,0.01,INE022I01019,0,2024-10-04,,,10,NSE,ASIANTILES,-1.0
101000000014890,AKI INDIA LIMITED,0,1,0.01,INE642Z01026,0,2024-10-04,,,10,NSE,AKI,-1.0
101000000014894,CENTRAL BANK OF INDIA,0,1,0.01,INE483A01010,0,2024-10-04,,,10,NSE,CENTRALBK,-1.0
1010000000149,2.50%GOLDBONDS2028SR-VI,2,1,0.01,IN0020200195,0,2024-10-04,,,10,NSE,SGBSEP28VI,-1.0
101000000014900,SAHYADRI INDUSTRIES LTD,0,1,0.05,INE280H01015,0,2024-10-04,,,10,NSE,SAHYADRI,-1.0
101000000014902,ELECTROTHERM (I) LTD.,0,1,0.05,INE822G01016,0,2024-10-04,,,10,NSE,ELECTHERM,-1.0
101000000014908,KDDL LIMITED,0,1,0.05,INE291D01011,0,2024-10-04,,,10,NSE,KDDL,-1.0
10100000001491,IFCI LTD,0,1,0.01,INE039A01010,0,2024-10-04,,,10,NSE,IFCI,-1.0
101000000014912,KPR MILL LTD.,0,1,0.05,INE930H01031,0,2024-10-04,,,10,NSE,KPRMILL,-1.0
101000000014917,TAKE SOLUTIONS LTD,0,1,0.01,INE142I01023,0,2024-10-04,,,10,NSE,TAKE,-1.0
101000000014922,PURAVANKARA LIMITED,0,1,0.05,INE323I01011,0,2024-10-04,,,10,NSE,PURVA,-1.0
101000000014929,LORENZINI APPARELS LTD,0,1,0.01,INE740X01023,0,2024-10-04,,,10,NSE,LAL,-1.0
101000000014937,CIE AUTOMOTIVE INDIA LTD,0,1,0.05,INE536H01010,0,2024-10-04,,,10,NSE,CIEINDIA,-1.0
101000000014938,MIRAEAMC - MAGS813ETF,9,1,0.01,INF769K01KF8,0,2024-10-04,,,10,NSE,GSEC10YEAR,-1.0
10100000001494,RESTAURANT BRAND ASIA LTD,0,1,0.01,INE07T201019,0,2024-10-04,,,10,NSE,RBA,-1.0
101000000014943,NAGREEKA CAP & INFR.LTD,0,1,0.01,INE245I01016,0,2024-10-04,,,10,NSE,NAGREEKCAP,-1.0
101000000014946,UNIONAMC - F13DG,8,1,0.01,INF582M01IW0,0,2024-10-04,,,10,NSE,F13DG,-1.0
101000000014947,MOTILAL OSWAL FIN LTD,0,1,0.05,INE338I01027,0,2024-10-04,,,10,NSE,MOTILALOFS,-1.0
101000000014948,UNIONAMC - F13RG,8,1,0.01,INF582M01IY6,0,2024-10-04,,,10,NSE,F13RG,-1.0
101000000014949,UNIONAMC - F13RP,8,1,0.01,INF582M01IZ3,0,2024-10-04,,,10,NSE,F13RP,-1.0
101000000014954,SDL AP 7.6% 2029,5,100,0.01,IN1020230018,0,2024-10-04,,,10,NSE,76AP29,-1.0
101000000014956,INDOWIND ENERGY LTD,0,1,0.01,INE227G01018,0,2024-10-04,,,10,NSE,INDOWIND,-1.0
101000000014957,MAGNUM VENTURES LTD.,0,1,0.01,INE387I01016,0,2024-10-04,,,10,NSE,MAGNUM,-1.0
101000000014958,SDL AP 7.7% 2032,5,100,0.01,IN1020230026,0,2024-10-04,,,10,NSE,77AP32,-1.0
101000000014959,SDL AP 7.71% 2033,5,100,0.01,IN1020230034,0,2024-10-04,,,10,NSE,771AP33A,-1.0
101000000014966,CSB BANK LIMITED,0,1,0.05,INE679A01013,0,2024-10-04,,,10,NSE,CSBBANK,-1.0
10100000001497,SHIVA MILLS LIMITED,0,1,0.01,INE644Y01017,0,2024-10-04,,,10,NSE,SHIVAMILLS,-1.0
101000000014970,GOI LOAN  7.06% 2028,6,1,0.01,IN0020230010,0,2024-10-04,,,10,NSE,706GS2028,-1.0
101000000014971,GOI LOAN  7.10% 2028,6,1,0.01,IN0020220136,0,2024-10-04,,,10,NSE,710GR2028,-1.0
101000000014972,KAVERI SEED CO. LTD.,0,1,0.05,INE455I01029,0,2024-10-04,,,10,NSE,KSCL,-1.0
101000000014973,GOI LOAN  7.29% 2033,6,1,0.01,IN0020220144,0,2024-10-04,,,10,NSE,729GR2033,-1.0
101000000014977,POWER GRID CORP. LTD.,0,1,0.05,INE752E01010,0,2024-10-04,,,10,NSE,POWERGRID,-1.0
101000000014982,CENTUM ELECTRONICS LTD,0,1,0.05,INE320B01020,0,2024-10-04,,,10,NSE,CENTUM,-1.0
101000000014996,CONS. CONST. CONSORT LTD,0,1,0.01,INE429I01024,0,2024-10-04,,,10,NSE,CCCL,-1.0
101000000015004,SOTAC PHARMACEUTICALS LTD,0,1200,0.05,INE0O2D01012,0,2024-10-04,,,10,NSE,SOTAC,-1.0
101000000015007,MANG.CHEM.FERT.LTD,0,1,0.01,INE558B01017,0,2024-10-04,,,10,NSE,MANGCHEFER,-1.0
101000000015009,SDL MH 7.36% 2028,5,100,0.01,IN2220230014,0,2024-10-04,,,10,NSE,736MH28,-1.0
101000000015015,SDL MH 7.49% 2030,5,100,0.01,IN2220230022,0,2024-10-04,,,10,NSE,749MH30,-1.0
101000000015016,SDL AS 7.58% 2033,5,100,0.01,IN1220230016,0,2024-10-04,,,10,NSE,758AS33,-1.0
101000000015017,MAAN ALUMINIUM LIMITED,0,1,0.01,INE215I01027,0,2024-10-04,,,10,NSE,MAANALU,-1.0
101000000015019,SDL PN 7.59% 2033,5,100,0.01,IN2820230018,0,2024-10-04,,,10,NSE,759PN33,-1.0
101000000015021,SDL NL 7.58% 2033,5,100,0.01,IN2620230010,0,2024-10-04,,,10,NSE,758NL33,-1.0
101000000015030,ASCOM LEASIN & INVEST LTD,0,500,0.05,INE08KD01015,0,2024-10-04,,,10,NSE,ASCOM,-1.0
101000000015032,NIP IND ETF PSU BANK BEES,9,1,0.01,INF204KB16I7,0,2024-10-04,,,10,NSE,PSUBNKBEES,-1.0
101000000015034,BAJAJ ELECT.LTD,0,1,0.05,INE193E01025,0,2024-10-04,,,10,NSE,BAJAJELEC,-1.0
101000000015036,INFINIUM PHARMACHEM LTD,0,500,0.05,INE0MRE01011,0,2024-10-04,,,10,NSE,INFINIUM,-1.0
101000000015039,CERA SANITARYWARE LTD,0,1,0.05,INE739E01017,0,2024-10-04,,,10,NSE,CERA,-1.0
101000000015044,DELTA CORP LIMITED,0,1,0.01,INE124G01033,0,2024-10-04,,,10,NSE,DELTACORP,-1.0
101000000015046,GOI LOAN  6.99% 2026,6,1,0.01,IN0020230028,0,2024-10-04,,,10,NSE,699GS2026,-1.0
101000000015050,GOI LOAN  7.17% 2030,6,1,0.01,IN0020230036,0,2024-10-04,,,10,NSE,717GS2030,-1.0
101000000015051,MOS UTILITY LIMITED,0,800,0.05,INE0N7S01010,0,2024-10-04,,,10,NSE,MOS,-1.0
101000000015053,ENERGY DEVE. CO.LTD,0,1,0.01,INE306C01019,0,2024-10-04,,,10,NSE,ENERGYDEV,-1.0
101000000015058,AVALON TECHNOLOGIES LTD,0,1,0.05,INE0LCL01028,0,2024-10-04,,,10,NSE,AVALON,-1.0
101000000015061,KOTAK PSU BANK,9,1,0.01,INF373I01023,0,2024-10-04,,,10,NSE,PSUBANK,-1.0
101000000015067,BEML LAND ASSETS LIMITED,0,1,0.01,INE0N7W01012,0,2024-10-04,,,10,NSE,BLAL,-1.0
101000000015068,RELIGARE ENTER. LTD.,0,1,0.05,INE621H01010,0,2024-10-04,,,10,NSE,RELIGARE,-1.0
10100000001507,MOTILALAMC - G5,9,1,0.01,INF247L01AK4,0,2024-10-04,,,10,NSE,MOGSEC,-1.0
101000000015073,BARAK VALLEY CEM. LTD.,0,1,0.01,INE139I01011,0,2024-10-04,,,10,NSE,BVCL,-1.0
101000000015078,CUBE HIGHWAYS TRUST,4,200000,0.01,INE0NR623014,0,2024-10-04,,,10,NSE,CUBEINVIT,-1.0
10100000001508,ASTER DM HEALTHCARE LTD.,0,1,0.05,INE914M01019,0,2024-10-04,,,10,NSE,ASTERDM,-1.0
101000000015082,MUSIC BROADCAST LIMITED,1,1,0.05,INE919I04010,0,2024-10-04,,,10,NSE,RADIOCITY,-1.0
101000000015083,ADANI PORT & SEZ LTD,0,1,0.05,INE742F01042,0,2024-10-04,,,10,NSE,ADANIPORTS,-1.0
101000000015085,UTIAMC - SILVERETF,9,1,0.01,INF789F1AYK6,0,2024-10-04,,,10,NSE,SILVERETF,-1.0
101000000015095,SDL RJ 7.56% 2033,5,100,0.01,IN2920230017,0,2024-10-04,,,10,NSE,756RJ33,-1.0
101000000015098,SDL HR 7.5% 2030,5,100,0.01,IN1620230012,0,2024-10-04,,,10,NSE,75HR30,-1.0
101000000015100,SDL PN 7.62% 2038,5,100,0.01,IN2820230026,0,2024-10-04,,,10,NSE,762PN38,-1.0
101000000015105,SDL RJ 7.61% 2043,5,100,0.01,IN2920230025,0,2024-10-04,,,10,NSE,761RJ43,-1.0
101000000015106,SDL TS 7.61% 2044,5,100,0.01,IN4520230017,0,2024-10-04,,,10,NSE,761TS44,-1.0
101000000015109,SDL RJ 7.59% 2048,5,100,0.01,IN2920230033,0,2024-10-04,,,10,NSE,759RJ48,-1.0
101000000015110,TAX FREE 7.04% SR. 107,2,1,0.01,INE053F07876,0,2024-10-04,,,10,NSE,704IRFC26,-1.0
101000000015112,TAX FREE  7.35% SR. 108,2,1,0.01,INE053F07884,0,2024-10-04,,,10,NSE,735IRFC31,-1.0
101000000015119,EDELWEISS FIN SERV LTD,0,1,0.01,INE532F01054,0,2024-10-04,,,10,NSE,EDELWEISS,-1.0
10100000001512,THE INDIAN HOTELS CO. LTD,0,1,0.05,INE053A01029,0,2024-10-04,,,10,NSE,INDHOTEL,-1.0
101000000015124,KOLTE PATIL DEV. LTD.,0,1,0.05,INE094I01018,0,2024-10-04,,,10,NSE,KOLTEPATIL,-1.0
101000000015126,SHREE VASU LOGISTICS LTD,0,1,0.05,INE00CE01017,0,2024-10-04,,,10,NSE,SVLL,-1.0
101000000015129,RENAISSANCE GLOBAL LTD,0,1,0.01,INE722H01024,0,2024-10-04,,,10,NSE,RGL,-1.0
10100000001513,SDL RJ 5.35% 2025,5,100,0.01,IN2920200523,0,2024-10-04,,,10,NSE,535RJ25,-1.0
101000000015134,TAX FREE  7.29% SR. 107A,2,1,0.01,INE053F07892,0,2024-10-04,,,10,NSE,729IRFC26,-1.0
101000000015137,PATTECH FITWELL TUB COM L,0,1500,0.05,INE0NZW01014,0,2024-10-04,,,10,NSE,PATTECH,-1.0
101000000015140,KAUSHALYA INFRA DEV LTD.,0,1,0.05,INE234I01028,0,2024-10-04,,,10,NSE,KAUSHALYA,-1.0
101000000015141,COLGATE PALMOLIVE LTD.,0,1,0.05,INE259A01022,0,2024-10-04,,,10,NSE,COLPAL,-1.0
101000000015146,JYOTHY LABS LIMITED,0,1,0.05,INE668F01031,0,2024-10-04,,,10,NSE,JYOTHYLAB,-1.0
101000000015147,A G UNIVERSAL LIMITED,0,2000,0.05,INE0O6N01012,0,2024-10-04,,,10,NSE,AGUL,-1.0
10100000001515,THE INDIA CEMENTS LIMITED,0,1,0.05,INE383A01012,0,2024-10-04,,,10,NSE,INDIACEM,-1.0
101000000015151,MADHAV MARBLE & GRANITE,0,1,0.01,INE925C01016,0,2024-10-04,,,10,NSE,MADHAV,-1.0
10100000001516,SDL GA 6.54% 2030,5,100,0.01,IN1420200207,0,2024-10-04,,,10,NSE,654GA30A,-1.0
101000000015160,KALYANI FORGE LIMITED,0,1,0.05,INE314G01014,0,2024-10-04,,,10,NSE,KALYANIFRG,-1.0
101000000015161,HITECH CORPORATION LTD,0,1,0.05,INE120D01012,0,2024-10-04,,,10,NSE,HITECHCORP,-1.0
101000000015162,ROBUST HOTELS LIMITED,0,1,0.01,INE508K01013,0,2024-10-04,,,10,NSE,RHL,-1.0
101000000015168,TAX FREE  7.64% SR. 108A,2,1,0.01,INE053F07900,0,2024-10-04,,,10,NSE,764IRFC31,-1.0
101000000015178,TRANS & RECTI. LTD,0,1,0.05,INE763I01026,0,2024-10-04,,,10,NSE,TARIL,-1.0
101000000015179,ECLERX SERVICES LTD,0,1,0.05,INE738I01010,0,2024-10-04,,,10,NSE,ECLERX,-1.0
101000000015180,KIRLOSKAR PNEUMATIC COM L,0,1,0.05,INE811A01020,0,2024-10-04,,,10,NSE,KIRLPNU,-1.0
101000000015184,BRIGADE ENTER. LTD,0,1,0.05,INE791I01019,0,2024-10-04,,,10,NSE,BRIGADE,-1.0
101000000015193,BGR ENERGY SYSTEMS LTD,0,1,0.01,INE661I01014,0,2024-10-04,,,10,NSE,BGRENERGY,-1.0
101000000015198,BURNPUR CEMENT LTD.,0,1,0.01,INE817H01014,0,2024-10-04,,,10,NSE,BURNPUR,-1.0
101000000015199,MANAKSIA LTD.,0,1,0.01,INE015D01022,0,2024-10-04,,,10,NSE,MANAKSIA,-1.0
101000000015204,ARIES AGRO LTD.,0,1,0.05,INE298I01015,0,2024-10-04,,,10,NSE,ARIES,-1.0
101000000015205,SEC RE NCD 9.60% SR.I,2,1,0.01,INE244L07424,0,2024-10-04,,,10,NSE,925ICCL25I,-1.0
101000000015209,PPAP AUTOMOTIVE LIMITED,0,1,0.01,INE095I01015,0,2024-10-04,,,10,NSE,PPAP,-1.0
10100000001521,INDIA GLYCOLS LTD,0,1,0.05,INE560A01015,0,2024-10-04,,,10,NSE,INDIAGLYCO,-1.0
101000000015210,SEC RE NCD 10% SR.I,2,1,0.01,INE244L07457,0,2024-10-04,,,10,NSE,965ICCL25I,-1.0
101000000015214,DHUNSERI VENTURES LIMITED,0,1,0.05,INE477B01010,0,2024-10-04,,,10,NSE,DVL,-1.0
101000000015215,SEC RE NCD 9.57% SR.II,2,1,0.01,INE244L07432,0,2024-10-04,,,10,NSE,888IHFL25C,-1.0
101000000015219,PATEL INT. LOG. LTD,0,1,0.01,INE529D01014,0,2024-10-04,,,10,NSE,PATINTLOG,-1.0
10100000001522,SDL KA 6.52% 2030,5,100,0.01,IN1920200491,0,2024-10-04,,,10,NSE,652KA30,-1.0
101000000015220,SEC RE NCD SR.III,2,1,0.01,INE244L07473,0,2024-10-04,,,10,NSE,ICCL25,-1.0
101000000015228,UJJIVAN SMALL FINANC BANK,0,1,0.01,INE551W01018,0,2024-10-04,,,10,NSE,UJJIVANSFB,-1.0
101000000015229,LICNAMC - LICNFNHGP,9,1,0.01,INF767K01PC8,0,2024-10-04,,,10,NSE,LICNFNHGP,-1.0
101000000015231,SEC RE NCD 10.25% SR.IV,2,1,0.01,INE244L07507,0,2024-10-04,,,10,NSE,1025ICCL26,-1.0
101000000015234,AMBIKA COTTON MILL LTD.,0,1,0.05,INE540G01014,0,2024-10-04,,,10,NSE,AMBIKCO,-1.0
101000000015235,SEC RE NCD 9.80% SR.V,2,1,0.01,INE244L07499,0,2024-10-04,,,10,NSE,98ICCL26,-1.0
101000000015240,SEC RE NCD SR.VI,2,1,0.01,INE244L07531,0,2024-10-04,,,10,NSE,1050ICCL28,-1.0
101000000015243,ADITYA BIRLA MONEY LTD,0,1,0.01,INE865C01022,0,2024-10-04,,,10,NSE,BIRLAMONEY,-1.0
101000000015245,SEC RE NCD SR.VI,2,1,0.01,INE244L07549,0,2024-10-04,,,10,NSE,957ICCL28,-1.0
101000000015248,KAVVERI TEL. LTD.,0,1,0.01,INE641C01019,0,2024-10-04,,,10,NSE,KAVVERITEL,-1.0
101000000015249,SEC RE NCD 10.50% SR.VII,2,1,0.01,INE244L07556,0,2024-10-04,,,10,NSE,1003ICCL28,-1.0
10100000001525,SDL UP 6.56% 2030,5,100,0.01,IN3320200196,0,2024-10-04,,,10,NSE,656UP30,-1.0
101000000015251,SEC RE NCD 9.57% SR.VIII,2,1,0.01,INE244L07564,0,2024-10-04,,,10,NSE,866ICCL23A,-1.0
101000000015253,SEC RE NCD 10.03% SR.VIII,2,1,0.01,INE244L07523,0,2024-10-04,,,10,NSE,890ICCL23A,-1.0
101000000015254,CEAT LIMITED,0,1,0.05,INE482A01020,0,2024-10-04,,,10,NSE,CEATLTD,-1.0
101000000015256,SDL HR 7.39% 2029,5,100,0.01,IN1620230020,0,2024-10-04,,,10,NSE,739HR29,-1.0
101000000015259,RELIANCE POWER LTD.,0,1,0.01,INE614G01033,0,2024-10-04,,,10,NSE,RPOWER,-1.0
101000000015260,SDL GJ 7.38% 2030,5,100,0.01,IN1520230013,0,2024-10-04,,,10,NSE,738GJ30,-1.0
101000000015262,SDL AP 7.41% 2030,5,100,0.01,IN1020230042,0,2024-10-04,,,10,NSE,741AP30,-1.0
101000000015264,SDL AP 7.43% 2031,5,100,0.01,IN1020230059,0,2024-10-04,,,10,NSE,743AP31,-1.0
101000000015265,SDL TS 7.43% 2033,5,100,0.01,IN4520230025,0,2024-10-04,,,10,NSE,743TS33,-1.0
101000000015266,JKUMAR INFR.LTD.,0,1,0.05,INE576I01022,0,2024-10-04,,,10,NSE,JKIL,-1.0
101000000015267,SDL AP 7.47% 2037,5,100,0.01,IN1020230067,0,2024-10-04,,,10,NSE,747AP37,-1.0
101000000015271,CORDS CABLE INDUS LTD.,0,1,0.01,INE792I01017,0,2024-10-04,,,10,NSE,CORDSCABLE,-1.0
101000000015278,ONMOBILE GLOBAL LTD.,0,1,0.01,INE809I01019,0,2024-10-04,,,10,NSE,ONMOBILE,-1.0
10100000001528,SDL ML 6.6% 2030,5,100,0.01,IN2420200072,0,2024-10-04,,,10,NSE,66ML30,-1.0
101000000015283,KNR CONSTRU LTD.,0,1,0.05,INE634I01029,0,2024-10-04,,,10,NSE,KNRCON,-1.0
101000000015285,QUICKTOUCH TECHNOLOGIES L,0,500,0.05,INE0K4D01020,0,2024-10-04,,,10,NSE,QUICKTOUCH,-1.0
101000000015288,HERCULES HOI. LTD.,0,1,0.05,INE688E01024,0,2024-10-04,,,10,NSE,HERCULES,-1.0
101000000015295,VIRINCHI LIMITED,0,1,0.01,INE539B01017,0,2024-10-04,,,10,NSE,VIRINCHI,-1.0
10100000001530,INDIAN HUME PIPE CO. LTD.,0,1,0.05,INE323C01030,0,2024-10-04,,,10,NSE,INDIANHUME,-1.0
101000000015303,BANG OVERSEAS LTD.,0,1,0.01,INE863I01016,0,2024-10-04,,,10,NSE,BANG,-1.0
101000000015308,SEPC LIMITED,0,1,0.01,INE964H01014,0,2024-10-04,,,10,NSE,SEPC,-1.0
101000000015309,SDL RJ 7.45% 2033,5,100,0.01,IN2920230041,0,2024-10-04,,,10,NSE,745RJ33,-1.0
10100000001531,SDL KA 6.65% 2035,5,100,0.01,IN1920200509,0,2024-10-04,,,10,NSE,665KA35,-1.0
101000000015310,SDL TN 7.44% 2033,5,100,0.01,IN3120230013,0,2024-10-04,,,10,NSE,744TN33,-1.0
101000000015313,IRB INFRA DEV LTD.,0,1,0.01,INE821I01022,0,2024-10-04,,,10,NSE,IRB,-1.0
101000000015314,SDL UP 7.45% 2033,5,100,0.01,IN3320230011,0,2024-10-04,,,10,NSE,745UP33,-1.0
101000000015315,SDL MN 7.49% 2035,5,100,0.01,IN2320230013,0,2024-10-04,,,10,NSE,749MN35,-1.0
101000000015319,SDL PN 7.47% 2043,5,100,0.01,IN2820230034,0,2024-10-04,,,10,NSE,747PN43,-1.0
10100000001532,SDL WB 6.68% 2035,5,100,0.01,IN3420200179,0,2024-10-04,,,10,NSE,668WB35,-1.0
101000000015320,SDL WB 7.47% 2043,5,100,0.01,IN3420230010,0,2024-10-04,,,10,NSE,747WB43,-1.0
101000000015323,SDL WB 7.46% 2046,5,100,0.01,IN3420230028,0,2024-10-04,,,10,NSE,746WB46,-1.0
101000000015324,SDL KL 7.46% 2048,5,100,0.01,IN2020230016,0,2024-10-04,,,10,NSE,746KL48,-1.0
101000000015330,QUANTUM GOLD FUND,9,1,0.01,INF082J01408,0,2024-10-04,,,10,NSE,QGOLDHALF,-1.0
101000000015332,NMDC LTD.,0,1,0.01,INE584A01023,0,2024-10-04,,,10,NSE,NMDC,-1.0
101000000015333,SDL TS 7.46% 2048,5,100,0.01,IN4520230033,0,2024-10-04,,,10,NSE,746TS48A,-1.0
101000000015337,RAIN INDUSTRIES LIMITED,0,1,0.01,INE855B01025,0,2024-10-04,,,10,NSE,RAIN,-1.0
101000000015342,SHALIM PAINTS LTD,0,1,0.01,INE849C01026,0,2024-10-04,,,10,NSE,SHALPAINTS,-1.0
101000000015343,SADHANA NITROCHEM LIMITED,0,1,0.01,INE888C01040,0,2024-10-04,,,10,NSE,SADHNANIQ,-1.0
101000000015347,GSS INFOTECH LIMITED,0,1,0.01,INE871H01011,0,2024-10-04,,,10,NSE,GSS,-1.0
10100000001535,SDL TS 6.67% 2050,5,100,0.01,IN4520200259,0,2024-10-04,,,10,NSE,667TS50,-1.0
101000000015355,REC LIMITED,0,1,0.05,INE020B01018,0,2024-10-04,,,10,NSE,RECLTD,-1.0
101000000015356,DSPAMC - DSPGOLDETF,9,1,0.01,INF740KA1SW3,0,2024-10-04,,,10,NSE,GOLDETFADD,-1.0
101000000015360,NAHAR CAP & FIN.,0,1,0.05,INE049I01012,0,2024-10-04,,,10,NSE,NAHARCAP,-1.0
101000000015362,V-GUARD IND LTD.,0,1,0.05,INE951I01027,0,2024-10-04,,,10,NSE,VGUARD,-1.0
101000000015364,SEC RE NCD 8.25% SR.I,2,1,0.01,INE121A07RB5,0,2024-10-04,,,10,NSE,9ICCL23A,-1.0
101000000015368,SEC RE NCD SR.II,2,1,0.01,INE121A07RA7,0,2024-10-04,,,10,NSE,CIFCZC25A,-1.0
101000000015370,SEC RE NCD 8.30% SR.III,2,1,0.01,INE121A07QW3,0,2024-10-04,,,10,NSE,830CIFC26,-1.0
101000000015372,SEC RE NCD SR.IV,2,1,0.01,INE121A07QZ6,0,2024-10-04,,,10,NSE,CIFCZC26A,-1.0
101000000015374,SEC RE NCD 8.40% SR.V,2,1,0.01,INE121A07QY9,0,2024-10-04,,,10,NSE,840CIFCL28,-1.0
101000000015376,SEC RE NCD SR.VI,2,1,0.01,INE121A07QX1,0,2024-10-04,,,10,NSE,CIFCZC28A,-1.0
101000000015377,PUDUMJEE PAPER PRO. LTD,0,1,0.01,INE865T01018,0,2024-10-04,,,10,NSE,PDMJEPAPER,-1.0
101000000015380,MANKIND PHARMA LIMITED,0,1,0.05,INE634S01028,0,2024-10-04,,,10,NSE,MANKIND,-1.0
101000000015384,DHANI SERVICES LIMITED,0,1,0.01,INE274G01010,0,2024-10-04,,,10,NSE,DHANI,-1.0
101000000015391,RACE ECO CHAIN LIMITED,0,1,0.05,INE084Q01012,0,2024-10-04,,,10,NSE,RACE,-1.0
101000000015399,EIH ASSOCIATED HOTELS LTD,0,1,0.05,INE276C01014,0,2024-10-04,,,10,NSE,EIHAHOTELS,-1.0
1010000000154,APCOTEX INDUSTRIES LIMITE,0,1,0.05,INE116A01032,0,2024-10-04,,,10,NSE,APCOTEXIND,-1.0
101000000015404,ATAM VALVES LIMITED,0,1,0.01,INE09KD01013,0,2024-10-04,,,10,NSE,ATAM,-1.0
101000000015409,NESCO LTD.,0,1,0.05,INE317F01035,0,2024-10-04,,,10,NSE,NESCO,-1.0
101000000015414,TITAGARH RAIL SYSTEMS LTD,0,1,0.05,INE615H01020,0,2024-10-04,,,10,NSE,TITAGARH,-1.0
101000000015419,DPSC LIMITED,0,1,0.01,INE360C01024,0,2024-10-04,,,10,NSE,DPSCLTD,-1.0
101000000015420,ANDHRA CEMENTS LIMITED,0,1,0.01,INE666E01020,0,2024-10-04,,,10,NSE,ACL,-1.0
101000000015432,2.50%GOLDBONDS2027SR-VII,2,1,0.01,IN0020190461,0,2024-10-04,,,10,NSE,SGBDC27VII,-1.0
101000000015449,DE NEERS TOOLS LIMITED,0,600,0.05,INE0JWV01011,0,2024-10-04,,,10,NSE,DENEERS,-1.0
101000000015475,SDL AP 7.34% 2029,5,100,0.01,IN1020230075,0,2024-10-04,,,10,NSE,734AP29,-1.0
101000000015477,SDL AP 7.4% 2031,5,100,0.01,IN1020230083,0,2024-10-04,,,10,NSE,74AP31,-1.0
101000000015500,SDL HR 7.39% 2031,5,100,0.01,IN1620230038,0,2024-10-04,,,10,NSE,739HR31,-1.0
101000000015503,SDL TN 7.39% 2033,5,100,0.01,IN3120230021,0,2024-10-04,,,10,NSE,739TN33,-1.0
101000000015508,SDL AS 7.4% 2033,5,100,0.01,IN1220230024,0,2024-10-04,,,10,NSE,74AS33,-1.0
101000000015526,SDL AP 7.39% 2033,5,100,0.01,IN1020230091,0,2024-10-04,,,10,NSE,739AP33,-1.0
10100000001553,RKEC PROJECTS LIMITED,0,1,0.01,INE786W01010,0,2024-10-04,,,10,NSE,RKEC,-1.0
101000000015555,HEALTHCARE GLOB. ENT. LTD,0,1,0.05,INE075I01017,0,2024-10-04,,,10,NSE,HCG,-1.0
101000000015572,SDL AP 7.38% 2040,5,100,0.01,IN1020230109,0,2024-10-04,,,10,NSE,738AP40,-1.0
101000000015578,SDL AP 7.37% 2043,5,100,0.01,IN1020230117,0,2024-10-04,,,10,NSE,737AP43,-1.0
101000000015589,AVG LOGISTICS LIMITED,0,1,0.05,INE680Z01018,0,2024-10-04,,,10,NSE,AVG,-1.0
101000000015649,ATAL REALTECH LIMITED,0,1,0.01,INE0ALR01029,0,2024-10-04,,,10,NSE,ATALREAL,-1.0
